what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421782926158
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421783015417
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1421783025215
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421783032901
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1421783035283
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421783050996
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783051148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783052112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783052292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783053347
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1421783057967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783065139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783068648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783068828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783070183
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421783077246
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1421783148233
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421783231332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783231482
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783232605
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783232786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783234148
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1421783247868
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421783264936
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1421783276700
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421783288850
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1421783331949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783345086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783346071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783346249
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783347895
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421783349580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783373078
executed,command,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.adt.refactoring.extract.string",1421783374339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783374354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783381729
executed,command,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.adt.refactoring.extract.string",1421783382668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783382683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783392233
executed,command,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.adt.refactoring.extract.string",1421783393381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783393396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783399778
executed,command,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.adt.refactoring.extract.string",1421783400993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783401008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783411107
executed,command,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.adt.refactoring.extract.string",1421783412346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783412361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421783415929
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1421783421541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783428078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1421783452258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783452269
opened,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421783452580
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421783452660
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1421783462728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783476332
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783477394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783477572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783478452
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421783486199
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1421783499521
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421783517056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783517206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783518267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783518447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783519401
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1421783531897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783541844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783542364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783542545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783543619
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421783545645
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1421783551338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783558237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783559275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783559455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783560345
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421783570800
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783594484
